date,state,positive
20201004,Colorado,73076
20201003,Colorado,72555
20201002,Colorado,71898
20201001,Colorado,71218
20200930,Colorado,70536
20200929,Colorado,70025
20200928,Colorado,69490
20200927,Colorado,69079
20200926,Colorado,68510
20200925,Colorado,67926
20200924,Colorado,67217
20200923,Colorado,66669
20200922,Colorado,66053
20200921,Colorado,65399
20200920,Colorado,64857
20200919,Colorado,64356
20200918,Colorado,63750
20200917,Colorado,63145
20200916,Colorado,62686
20200915,Colorado,62099
20200914,Colorado,61699
20200913,Colorado,61324
20200912,Colorado,60907
20200911,Colorado,60492
20200910,Colorado,60185
20200909,Colorado,59920
20200908,Colorado,59674
20200907,Colorado,59487
20200906,Colorado,59274
20200905,Colorado,58989
20200904,Colorado,58655
20200903,Colorado,58287
20200902,Colorado,58019
20200901,Colorado,57775
20200831,Colorado,57424
20200830,Colorado,57223
20200829,Colorado,57041
20200828,Colorado,56773
20200827,Colorado,56343
20200826,Colorado,55993
20200825,Colorado,55800
20200824,Colorado,55341
20200823,Colorado,55143
20200822,Colorado,54883
20200821,Colorado,54586
20200820,Colorado,54230
20200819,Colorado,53901
20200818,Colorado,53631
20200817,Colorado,53370
20200816,Colorado,53176
20200815,Colorado,52838
20200814,Colorado,52538
20200813,Colorado,52219
20200812,Colorado,51756
20200811,Colorado,51441
20200810,Colorado,51039
20200809,Colorado,50660
20200808,Colorado,50324
20200807,Colorado,49893
20200806,Colorado,49436
20200805,Colorado,48988
20200804,Colorado,48394
20200803,Colorado,47968
20200802,Colorado,47716
20200801,Colorado,47267
20200731,Colorado,46809
20200730,Colorado,46204
20200729,Colorado,45796
20200728,Colorado,45314
20200727,Colorado,44565
20200726,Colorado,44336
20200725,Colorado,43789
20200724,Colorado,42980
20200723,Colorado,42314
20200722,Colorado,41698
20200721,Colorado,41059
20200720,Colorado,40566
20200719,Colorado,40142
20200718,Colorado,39788
20200717,Colorado,39344
20200716,Colorado,38726
20200715,Colorado,38155
20200714,Colorado,37686
20200713,Colorado,37242
20200712,Colorado,36913
20200711,Colorado,36591
20200710,Colorado,36191
20200709,Colorado,35525
20200708,Colorado,35116
20200707,Colorado,34664
20200706,Colorado,34257
20200705,Colorado,34065
20200704,Colorado,33866
20200703,Colorado,33619
20200702,Colorado,33352
20200701,Colorado,33029
20200630,Colorado,32715
20200629,Colorado,32511
20200628,Colorado,32307
20200627,Colorado,32022
20200626,Colorado,31796
20200625,Colorado,31479
20200624,Colorado,31155
20200623,Colorado,30893
20200622,Colorado,30705
20200621,Colorado,30539
20200620,Colorado,30349
20200619,Colorado,30187
20200618,Colorado,29901
20200617,Colorado,29673
20200616,Colorado,29442
20200615,Colorado,29299
20200614,Colorado,29130
20200613,Colorado,29017
20200612,Colorado,28822
20200611,Colorado,28647
20200610,Colorado,28499
20200609,Colorado,28347
20200608,Colorado,28183
20200607,Colorado,28001
20200606,Colorado,27848
20200605,Colorado,27615
20200604,Colorado,27360
20200603,Colorado,27060
20200602,Colorado,26788
20200601,Colorado,26577
20200531,Colorado,26378
20200530,Colorado,26098
20200529,Colorado,25613
20200528,Colorado,25121
20200527,Colorado,24767
20200526,Colorado,24565
20200525,Colorado,24269
20200524,Colorado,24174
20200523,Colorado,23964
20200522,Colorado,23487
20200521,Colorado,23191
20200520,Colorado,22797
20200519,Colorado,22482
20200518,Colorado,22202
20200517,Colorado,21938
20200516,Colorado,21633
20200515,Colorado,21232
20200514,Colorado,20838
20200513,Colorado,20475
20200512,Colorado,20157
20200511,Colorado,19879
20200510,Colorado,19703
20200509,Colorado,19375
20200508,Colorado,18827
20200507,Colorado,18371
20200506,Colorado,17830
20200505,Colorado,17364
20200504,Colorado,16907
20200503,Colorado,16635
20200502,Colorado,16225
20200501,Colorado,15768
20200430,Colorado,15284
20200429,Colorado,14758
20200428,Colorado,14316
20200427,Colorado,13879
20200426,Colorado,13441
20200425,Colorado,12968
20200424,Colorado,12255
20200423,Colorado,11262
20200422,Colorado,10878
20200421,Colorado,10447
20200420,Colorado,10106
20200419,Colorado,9730
20200418,Colorado,9433
20200417,Colorado,9047
20200416,Colorado,8675
20200415,Colorado,8280
20200414,Colorado,7941
20200413,Colorado,7691
20200412,Colorado,7303
20200411,Colorado,6893
20200410,Colorado,6510
20200409,Colorado,6202
20200408,Colorado,5655
20200407,Colorado,5429
20200406,Colorado,5172
20200405,Colorado,4950
20200404,Colorado,4565
20200403,Colorado,4173
20200402,Colorado,3728
20200401,Colorado,3342
20200331,Colorado,2966
20200330,Colorado,2627
20200329,Colorado,2307
20200328,Colorado,2061
20200327,Colorado,1734
20200326,Colorado,1430
20200325,Colorado,1086
20200324,Colorado,912
20200323,Colorado,720
20200322,Colorado,591
20200321,Colorado,475
20200320,Colorado,363
20200319,Colorado,277
20200318,Colorado,216
20200317,Colorado,183
20200316,Colorado,160
20200315,Colorado,131
20200314,Colorado,131
20200313,Colorado,101
20200312,Colorado,72
20200311,Colorado,45
20200310,Colorado,28
20200309,Colorado,12
20200308,Colorado,9
20200307,Colorado,8
20200306,Colorado,0
20200305,Colorado,1
20200302,Colorado,
20200224,Colorado,0
20200214,Colorado,
20200130,Colorado,0
20201206,Columbia,23136
20201205,Columbia,22872
20201204,Columbia,22480
20201203,Columbia,22164
20201202,Columbia,21842
20201201,Columbia,21685
20201130,Columbia,21552
20201129,Columbia,21448
20201128,Columbia,21308
20201127,Columbia,20937
20201126,Columbia,20736
20201125,Columbia,20516
20201124,Columbia,20409
20201123,Columbia,20290
20201122,Columbia,20151
20201121,Columbia,19961
20201120,Columbia,19808
20201119,Columbia,19678
20201118,Columbia,19465
20201117,Columbia,19309
20201116,Columbia,19064
20201115,Columbia,18977
20201114,Columbia,18814
20201113,Columbia,18666
20201112,Columbia,18507
20201111,Columbia,18379
20201110,Columbia,18173
20201109,Columbia,18087
20201108,Columbia,18001
20201107,Columbia,17891
20201106,Columbia,17792
20201105,Columbia,17682
20201104,Columbia,17601
20201103,Columbia,17524
20201102,Columbia,17438
20201101,Columbia,17369
20201031,Columbia,17266
20201030,Columbia,17144
20201029,Columbia,17074
20201028,Columbia,16973
20201027,Columbia,16906
20201026,Columbia,16812
20201025,Columbia,16767
20201024,Columbia,16706
20201023,Columbia,16609
20201022,Columbia,16537
20201021,Columbia,16498
20201020,Columbia,16445
20201019,Columbia,16395
20201018,Columbia,16370
20201017,Columbia,16334
20201016,Columbia,16255
20201015,Columbia,16166
20201014,Columbia,16132
20201013,Columbia,16068
20201012,Columbia,16022
20201011,Columbia,15984
20201010,Columbia,15918
20201009,Columbia,15843
20201008,Columbia,15765
20201007,Columbia,15697
20201006,Columbia,15652
20201005,Columbia,15547
20201004,Columbia,15519
20201003,Columbia,15473
20201002,Columbia,15423
20201001,Columbia,15358
20200930,Columbia,15326
20200929,Columbia,15300
20200928,Columbia,15264
20200927,Columbia,15250
20200926,Columbia,15215
20200925,Columbia,15163
20200924,Columbia,15106
20200923,Columbia,15050
20200922,Columbia,15021
20200921,Columbia,14978
20200920,Columbia,14955
20200919,Columbia,14902
20200918,Columbia,14852
20200917,Columbia,14790
20200916,Columbia,14743
20200915,Columbia,14687
20200914,Columbia,14622
20200913,Columbia,14592
20200912,Columbia,14552
20200911,Columbia,14493
20200910,Columbia,14412
20200909,Columbia,14387
20200908,Columbia,14362
20200907,Columbia,14315
20200906,Columbia,14279
20200905,Columbia,14238
20200904,Columbia,14186
20200903,Columbia,14135
20200902,Columbia,14077
20200901,Columbia,14049
20200831,Columbia,13992
20200830,Columbia,13959
20200829,Columbia,13925
20200828,Columbia,13851
20200827,Columbia,13794
20200826,Columbia,13722
20200825,Columbia,13684
20200824,Columbia,13639
20200823,Columbia,13590
20200822,Columbia,13534
20200821,Columbia,13469
20200820,Columbia,13409
20200819,Columbia,13354
20200818,Columbia,13325
20200817,Columbia,13273
20200816,Columbia,13220
20200815,Columbia,13159
20200814,Columbia,13118
20200813,Columbia,13024
20200812,Columbia,12959
20200811,Columbia,12896
20200810,Columbia,12807
20200809,Columbia,12753
20200808,Columbia,12653
20200807,Columbia,12589
20200806,Columbia,12518
20200805,Columbia,12443
20200804,Columbia,12398
20200803,Columbia,12313
20200802,Columbia,12274
20200801,Columbia,12205
20200731,Columbia,12126
20200730,Columbia,12057
20200729,Columbia,11999
20200728,Columbia,11945
20200727,Columbia,11858
20200726,Columbia,11780
20200725,Columbia,11717
20200724,Columbia,11649
20200723,Columbia,11571
20200722,Columbia,11529
20200721,Columbia,11427
20200720,Columbia,11339
20200719,Columbia,11261
20200718,Columbia,11194
20200717,Columbia,11115
20200716,Columbia,11076
20200715,Columbia,11026
20200714,Columbia,10946
20200713,Columbia,10906
20200712,Columbia,10847
20200711,Columbia,10801
20200710,Columbia,10743
20200709,Columbia,10679
20200708,Columbia,10642
20200707,Columbia,10569
20200706,Columbia,10515
